m,n,beta,d,b_batch,seed,gap
100,750,0.0,2,1,13,2.5
100,750,0.0,2,1,28430,2.5
100,750,0.0,2,1,44015,2.5
100,750,0.0,2,1,42699,3.5
100,750,0.0,2,1,57975,2.5
100,750,0.0,2,1,32146,2.5
100,750,0.25,2,1,42,2.5
100,750,0.25,2,1,67,2.5
100,750,0.25,2,1,77,2.5
100,750,0.25,2,1,69,4.5
100,750,0.25,2,1,13,3.5
100,750,0.25,2,1,28430,2.5
100,750,0.25,2,1,44015,2.5
100,750,0.25,2,1,42699,2.5
100,750,0.25,2,1,57975,2.5
100,750,0.25,2,1,32146,2.5
100,750,0.5,2,1,42,2.5
100,750,0.5,2,1,67,2.5
100,750,0.5,2,1,77,1.5
100,750,0.5,2,1,69,1.5
100,750,0.5,2,1,13,1.5
100,750,0.5,2,1,28430,2.5
100,750,0.5,2,1,44015,2.5
100,750,0.5,2,1,42699,1.5
100,750,0.5,2,1,57975,1.5
100,750,0.5,2,1,32146,1.5
100,750,0.75,2,1,42,1.5
100,750,0.75,2,1,67,2.5
100,750,0.75,2,1,77,2.5
100,750,0.75,2,1,69,1.5
100,750,0.75,2,1,13,1.5
100,750,0.75,2,1,28430,1.5
100,750,0.75,2,1,44015,2.5
100,750,0.75,2,1,42699,2.5
100,750,0.75,2,1,57975,1.5
100,750,0.75,2,1,32146,1.5
100,750,1.0,2,1,42,2.5
100,750,1.0,2,1,67,1.5
100,750,1.0,2,1,77,1.5
100,750,1.0,2,1,69,2.5
100,750,1.0,2,1,13,1.5
100,750,1.0,2,1,28430,2.5
100,750,1.0,2,1,44015,2.5
100,750,1.0,2,1,42699,1.5
100,750,1.0,2,1,57975,2.5
100,750,1.0,2,1,32146,1.5
100,800,0.0,2,1,42,4.0
100,800,0.0,2,1,67,3.0
100,800,0.0,2,1,77,3.0
100,800,0.0,2,1,69,2.0
100,800,0.0,2,1,13,4.0
100,800,0.0,2,1,28430,2.0
100,800,0.0,2,1,44015,3.0
100,800,0.0,2,1,42699,3.0
100,800,0.0,2,1,57975,2.0
100,800,0.0,2,1,32146,2.0
100,800,0.25,2,1,42,2.0
100,800,0.25,2,1,67,2.0
100,800,0.25,2,1,77,3.0
100,800,0.25,2,1,69,4.0
100,800,0.25,2,1,13,3.0
100,800,0.25,2,1,28430,2.0
100,800,0.25,2,1,44015,2.0
100,800,0.25,2,1,42699,3.0
100,800,0.25,2,1,57975,2.0
100,800,0.25,2,1,32146,3.0
100,800,0.5,2,1,42,2.0
100,800,0.5,2,1,67,2.0
100,800,0.5,2,1,77,3.0
100,800,0.5,2,1,69,2.0
100,800,0.5,2,1,13,3.0
100,800,0.5,2,1,28430,2.0
100,800,0.5,2,1,44015,2.0
100,800,0.5,2,1,42699,2.0
100,800,0.5,2,1,57975,2.0
100,800,0.5,2,1,32146,2.0
100,800,0.75,2,1,42,2.0
100,800,0.75,2,1,67,2.0
100,800,0.75,2,1,77,3.0
100,800,0.75,2,1,69,2.0
100,800,0.75,2,1,13,2.0
100,800,0.75,2,1,28430,2.0
100,800,0.75,2,1,44015,2.0
100,800,0.75,2,1,42699,2.0
100,800,0.75,2,1,57975,2.0
100,800,0.75,2,1,32146,3.0
100,800,1.0,2,1,42,2.0
100,800,1.0,2,1,67,2.0
100,800,1.0,2,1,77,2.0
100,800,1.0,2,1,69,2.0
100,800,1.0,2,1,13,2.0
100,800,1.0,2,1,28430,2.0
100,800,1.0,2,1,44015,2.0
100,800,1.0,2,1,42699,2.0
100,800,1.0,2,1,57975,2.0
100,800,1.0,2,1,32146,2.0
100,850,0.0,2,1,42,3.5
100,850,0.0,2,1,67,3.5
100,850,0.0,2,1,77,2.5
100,850,0.0,2,1,69,2.5
100,850,0.0,2,1,13,3.5
100,850,0.0,2,1,28430,2.5
100,850,0.0,2,1,44015,2.5
100,850,0.0,2,1,42699,3.5
100,850,0.0,2,1,57975,2.5
100,850,0.0,2,1,32146,2.5
100,850,0.25,2,1,42,2.5
100,850,0.25,2,1,67,3.5
100,850,0.25,2,1,77,3.5
100,850,0.25,2,1,69,4.5
100,850,0.25,2,1,13,2.5
100,850,0.25,2,1,28430,2.5
100,850,0.25,2,1,44015,2.5
100,850,0.25,2,1,42699,2.5
100,850,0.25,2,1,57975,2.5
100,850,0.25,2,1,32146,2.5
100,850,0.5,2,1,42,2.5
100,850,0.5,2,1,67,1.5
100,850,0.5,2,1,77,3.5
100,850,0.5,2,1,69,1.5
100,850,0.5,2,1,13,2.5
100,850,0.5,2,1,28430,2.5
100,850,0.5,2,1,44015,1.5
100,850,0.5,2,1,42699,3.5
100,850,0.5,2,1,57975,1.5
100,850,0.5,2,1,32146,2.5
100,850,0.75,2,1,42,1.5
100,850,0.75,2,1,67,1.5
100,850,0.75,2,1,77,2.5
100,850,0.75,2,1,69,1.5
100,850,0.75,2,1,13,1.5
100,850,0.75,2,1,28430,2.5
100,850,0.75,2,1,44015,2.5
100,850,0.75,2,1,42699,2.5
100,850,0.75,2,1,57975,1.5
100,850,0.75,2,1,32146,2.5
100,850,1.0,2,1,42,1.5
100,850,1.0,2,1,67,2.5
100,850,1.0,2,1,77,2.5
100,850,1.0,2,1,69,1.5
100,850,1.0,2,1,13,1.5
100,850,1.0,2,1,28430,1.5
100,850,1.0,2,1,44015,1.5
100,850,1.0,2,1,42699,2.5
100,850,1.0,2,1,57975,2.5
100,850,1.0,2,1,32146,1.5
100,900,0.0,2,1,42,4.0
100,900,0.0,2,1,67,3.0
100,900,0.0,2,1,77,3.0
100,900,0.0,2,1,69,2.0
100,900,0.0,2,1,13,3.0
100,900,0.0,2,1,28430,2.0
100,900,0.0,2,1,44015,3.0
100,900,0.0,2,1,42699,4.0
100,900,0.0,2,1,57975,3.0
100,900,0.0,2,1,32146,2.0
100,900,0.25,2,1,42,2.0
100,900,0.25,2,1,67,3.0
100,900,0.25,2,1,77,3.0
100,900,0.25,2,1,69,4.0
100,900,0.25,2,1,13,3.0
100,900,0.25,2,1,28430,2.0
100,900,0.25,2,1,44015,3.0
100,900,0.25,2,1,42699,2.0
100,900,0.25,2,1,57975,2.0
100,900,0.25,2,1,32146,3.0
100,900,0.5,2,1,42,2.0
100,900,0.5,2,1,67,2.0
100,900,0.5,2,1,77,3.0
100,900,0.5,2,1,69,2.0
100,900,0.5,2,1,13,2.0
100,900,0.5,2,1,28430,3.0
100,900,0.5,2,1,44015,3.0
100,900,0.5,2,1,42699,3.0
100,900,0.5,2,1,57975,2.0
100,900,0.5,2,1,32146,2.0
100,900,0.75,2,1,42,2.0
100,900,0.75,2,1,67,2.0
100,900,0.75,2,1,77,2.0
100,900,0.75,2,1,69,2.0
100,900,0.75,2,1,13,3.0
100,900,0.75,2,1,28430,3.0
100,900,0.75,2,1,44015,3.0
100,900,0.75,2,1,42699,2.0
100,900,0.75,2,1,57975,2.0
100,900,0.75,2,1,32146,2.0
100,900,1.0,2,1,42,2.0
100,900,1.0,2,1,67,2.0
100,900,1.0,2,1,77,2.0
100,900,1.0,2,1,69,2.0
100,900,1.0,2,1,13,2.0
100,900,1.0,2,1,28430,2.0
100,900,1.0,2,1,44015,2.0
100,900,1.0,2,1,42699,3.0
100,900,1.0,2,1,57975,2.0
100,900,1.0,2,1,32146,2.0
100,950,0.0,2,1,42,3.5
100,950,0.0,2,1,67,2.5
100,950,0.0,2,1,77,2.5
100,950,0.0,2,1,69,2.5
100,950,0.0,2,1,13,3.5
100,950,0.0,2,1,28430,1.5
100,950,0.0,2,1,44015,2.5
100,950,0.0,2,1,42699,3.5
100,950,0.0,2,1,57975,3.5
100,950,0.0,2,1,32146,2.5
100,950,0.25,2,1,42,2.5
100,950,0.25,2,1,67,2.5
100,950,0.25,2,1,77,3.5
100,950,0.25,2,1,69,4.5
100,950,0.25,2,1,13,2.5
100,950,0.25,2,1,28430,2.5
100,950,0.25,2,1,44015,2.5
100,950,0.25,2,1,42699,1.5
100,950,0.25,2,1,57975,2.5
100,950,0.25,2,1,32146,2.5
100,950,0.5,2,1,42,2.5
100,950,0.5,2,1,67,2.5
100,950,0.5,2,1,77,2.5
100,950,0.5,2,1,69,1.5
100,950,0.5,2,1,13,1.5
100,950,0.5,2,1,28430,2.5
100,950,0.5,2,1,44015,2.5
100,950,0.5,2,1,42699,2.5
100,950,0.5,2,1,57975,1.5
100,950,0.5,2,1,32146,2.5
100,950,0.75,2,1,42,1.5
100,950,0.75,2,1,67,1.5
100,950,0.75,2,1,77,1.5
100,950,0.75,2,1,69,1.5
100,950,0.75,2,1,13,2.5
100,950,0.75,2,1,28430,2.5
100,950,0.75,2,1,44015,2.5
100,950,0.75,2,1,42699,2.5
100,950,0.75,2,1,57975,1.5
100,950,0.75,2,1,32146,1.5
100,950,1.0,2,1,42,2.5
100,950,1.0,2,1,67,1.5
100,950,1.0,2,1,77,2.5
100,950,1.0,2,1,69,1.5
100,950,1.0,2,1,13,1.5
100,950,1.0,2,1,28430,1.5
100,950,1.0,2,1,44015,1.5
100,950,1.0,2,1,42699,2.5
100,950,1.0,2,1,57975,2.5
100,950,1.0,2,1,32146,1.5
100,1000,0.0,2,1,42,3.0
100,1000,0.0,2,1,67,3.0
100,1000,0.0,2,1,77,3.0
100,1000,0.0,2,1,69,2.0
100,1000,0.0,2,1,13,3.0
100,1000,0.0,2,1,28430,2.0
100,1000,0.0,2,1,44015,2.0
100,1000,0.0,2,1,42699,3.0
100,1000,0.0,2,1,57975,3.0
100,1000,0.0,2,1,32146,3.0
100,1000,0.25,2,1,42,3.0
100,1000,0.25,2,1,67,2.0
100,1000,0.25,2,1,77,3.0
100,1000,0.25,2,1,69,4.0
100,1000,0.25,2,1,13,3.0
100,1000,0.25,2,1,28430,3.0
100,1000,0.25,2,1,44015,2.0
100,1000,0.25,2,1,42699,3.0
100,1000,0.25,2,1,57975,2.0
100,1000,0.25,2,1,32146,3.0
100,1000,0.5,2,1,42,2.0
100,1000,0.5,2,1,67,3.0
100,1000,0.5,2,1,77,2.0
100,1000,0.5,2,1,69,3.0
100,1000,0.5,2,1,13,2.0
100,1000,0.5,2,1,28430,3.0
100,1000,0.5,2,1,44015,3.0
100,1000,0.5,2,1,42699,2.0
100,1000,0.5,2,1,57975,3.0
100,1000,0.5,2,1,32146,3.0
100,1000,0.75,2,1,42,2.0
100,1000,0.75,2,1,67,2.0
100,1000,0.75,2,1,77,2.0
100,1000,0.75,2,1,69,2.0
100,1000,0.75,2,1,13,2.0
100,1000,0.75,2,1,28430,2.0
100,1000,0.75,2,1,44015,2.0
100,1000,0.75,2,1,42699,3.0
100,1000,0.75,2,1,57975,2.0
100,1000,0.75,2,1,32146,2.0
100,1000,1.0,2,1,42,2.0
100,1000,1.0,2,1,67,2.0
100,1000,1.0,2,1,77,2.0
100,1000,1.0,2,1,69,2.0
100,1000,1.0,2,1,13,2.0
100,1000,1.0,2,1,28430,2.0
100,1000,1.0,2,1,44015,2.0
100,1000,1.0,2,1,42699,2.0
100,1000,1.0,2,1,57975,2.0
100,1000,1.0,2,1,32146,2.0
100,1050,0.0,2,1,42,2.5
100,1050,0.0,2,1,67,3.5
100,1050,0.0,2,1,77,2.5
100,1050,0.0,2,1,69,2.5
100,1050,0.0,2,1,13,3.5
100,1050,0.0,2,1,28430,2.5
100,1050,0.0,2,1,44015,2.5
100,1050,0.0,2,1,42699,3.5
100,1050,0.0,2,1,57975,2.5
100,1050,0.0,2,1,32146,3.5
100,1050,0.25,2,1,42,2.5
100,1050,0.25,2,1,67,1.5
100,1050,0.25,2,1,77,2.5
100,1050,0.25,2,1,69,3.5
100,1050,0.25,2,1,13,2.5
100,1050,0.25,2,1,28430,3.5
100,1050,0.25,2,1,44015,1.5
100,1050,0.25,2,1,42699,2.5
100,1050,0.25,2,1,57975,2.5
100,1050,0.25,2,1,32146,2.5
100,1050,0.5,2,1,42,2.5
100,1050,0.5,2,1,67,2.5
100,1050,0.5,2,1,77,1.5
100,1050,0.5,2,1,69,2.5
100,1050,0.5,2,1,13,2.5
100,1050,0.5,2,1,28430,2.5
100,1050,0.5,2,1,44015,3.5
100,1050,0.5,2,1,42699,3.5
100,1050,0.5,2,1,57975,2.5
100,1050,0.5,2,1,32146,2.5
100,1050,0.75,2,1,42,1.5
100,1050,0.75,2,1,67,2.5
100,1050,0.75,2,1,77,2.5
100,1050,0.75,2,1,69,2.5
100,1050,0.75,2,1,13,2.5
100,1050,0.75,2,1,28430,2.5
100,1050,0.75,2,1,44015,1.5
100,1050,0.75,2,1,42699,2.5
100,1050,0.75,2,1,57975,1.5
100,1050,0.75,2,1,32146,2.5
100,1050,1.0,2,1,42,2.5
100,1050,1.0,2,1,67,1.5
100,1050,1.0,2,1,77,2.5
100,1050,1.0,2,1,69,1.5
100,1050,1.0,2,1,13,1.5
100,1050,1.0,2,1,28430,2.5
100,1050,1.0,2,1,44015,2.5
100,1050,1.0,2,1,42699,1.5
100,1050,1.0,2,1,57975,1.5
100,1050,1.0,2,1,32146,2.5
100,1100,0.0,2,1,42,3.0
100,1100,0.0,2,1,67,3.0
100,1100,0.0,2,1,77,3.0
100,1100,0.0,2,1,69,2.0
100,1100,0.0,2,1,13,3.0
100,1100,0.0,2,1,28430,3.0
100,1100,0.0,2,1,44015,2.0
100,1100,0.0,2,1,42699,4.0
100,1100,0.0,2,1,57975,2.0
100,1100,0.0,2,1,32146,3.0
100,1100,0.25,2,1,42,2.0
100,1100,0.25,2,1,67,2.0
100,1100,0.25,2,1,77,3.0
100,1100,0.25,2,1,69,4.0
100,1100,0.25,2,1,13,3.0
100,1100,0.25,2,1,28430,3.0
100,1100,0.25,2,1,44015,3.0
100,1100,0.25,2,1,42699,3.0
100,1100,0.25,2,1,57975,2.0
100,1100,0.25,2,1,32146,3.0
100,1100,0.5,2,1,42,2.0
100,1100,0.5,2,1,67,2.0
100,1100,0.5,2,1,77,2.0
100,1100,0.5,2,1,69,3.0
100,1100,0.5,2,1,13,3.0
100,1100,0.5,2,1,28430,2.0
100,1100,0.5,2,1,44015,3.0
100,1100,0.5,2,1,42699,3.0
100,1100,0.5,2,1,57975,3.0
100,1100,0.5,2,1,32146,2.0
100,1100,0.75,2,1,42,2.0
100,1100,0.75,2,1,67,2.0
100,1100,0.75,2,1,77,2.0
100,1100,0.75,2,1,69,2.0
100,1100,0.75,2,1,13,2.0
100,1100,0.75,2,1,28430,2.0
100,1100,0.75,2,1,44015,2.0
100,1100,0.75,2,1,42699,2.0
100,1100,0.75,2,1,57975,2.0
100,1100,0.75,2,1,32146,3.0
100,1100,1.0,2,1,42,2.0
100,1100,1.0,2,1,67,2.0
100,1100,1.0,2,1,77,2.0
100,1100,1.0,2,1,69,2.0
100,1100,1.0,2,1,13,2.0
100,1100,1.0,2,1,28430,2.0
100,1100,1.0,2,1,44015,2.0
100,1100,1.0,2,1,42699,2.0
100,1100,1.0,2,1,57975,2.0
100,1100,1.0,2,1,32146,2.0
100,1150,0.0,2,1,42,2.5
100,1150,0.0,2,1,67,2.5
100,1150,0.0,2,1,77,2.5
100,1150,0.0,2,1,69,2.5
100,1150,0.0,2,1,13,2.5
100,1150,0.0,2,1,28430,2.5
100,1150,0.0,2,1,44015,2.5
100,1150,0.0,2,1,42699,3.5
100,1150,0.0,2,1,57975,2.5
100,1150,0.0,2,1,32146,2.5
100,1150,0.25,2,1,42,2.5
100,1150,0.25,2,1,67,1.5
100,1150,0.25,2,1,77,2.5
100,1150,0.25,2,1,69,3.5
100,1150,0.25,2,1,13,3.5
100,1150,0.25,2,1,28430,2.5
100,1150,0.25,2,1,44015,2.5
100,1150,0.25,2,1,42699,2.5
100,1150,0.25,2,1,57975,1.5
100,1150,0.25,2,1,32146,2.5
100,1150,0.5,2,1,42,2.5
100,1150,0.5,2,1,67,2.5
100,1150,0.5,2,1,77,1.5
100,1150,0.5,2,1,69,2.5
100,1150,0.5,2,1,13,2.5
100,1150,0.5,2,1,28430,2.5
100,1150,0.5,2,1,44015,2.5
100,1150,0.5,2,1,42699,2.5
100,1150,0.5,2,1,57975,3.5
100,1150,0.5,2,1,32146,2.5
100,1150,0.75,2,1,42,1.5
100,1150,0.75,2,1,67,1.5
100,1150,0.75,2,1,77,1.5
100,1150,0.75,2,1,69,2.5
100,1150,0.75,2,1,13,1.5
100,1150,0.75,2,1,28430,1.5
100,1150,0.75,2,1,44015,2.5
100,1150,0.75,2,1,42699,2.5
100,1150,0.75,2,1,57975,2.5
100,1150,0.75,2,1,32146,2.5
100,1150,1.0,2,1,42,1.5
100,1150,1.0,2,1,67,1.5
100,1150,1.0,2,1,77,1.5
100,1150,1.0,2,1,69,1.5
100,1150,1.0,2,1,13,1.5
100,1150,1.0,2,1,28430,2.5
100,1150,1.0,2,1,44015,2.5
100,1150,1.0,2,1,42699,2.5
100,1150,1.0,2,1,57975,1.5
100,1150,1.0,2,1,32146,1.5
100,1200,0.0,2,1,42,3.0
100,1200,0.0,2,1,67,3.0
100,1200,0.0,2,1,77,3.0
100,1200,0.0,2,1,69,2.0
100,1200,0.0,2,1,13,3.0
100,1200,0.0,2,1,28430,2.0
100,1200,0.0,2,1,44015,3.0
100,1200,0.0,2,1,42699,3.0
100,1200,0.0,2,1,57975,3.0
100,1200,0.0,2,1,32146,3.0
100,1200,0.25,2,1,42,2.0
100,1200,0.25,2,1,67,2.0
100,1200,0.25,2,1,77,2.0
100,1200,0.25,2,1,69,3.0
100,1200,0.25,2,1,13,4.0
100,1200,0.25,2,1,28430,2.0
100,1200,0.25,2,1,44015,2.0
100,1200,0.25,2,1,42699,2.0
100,1200,0.25,2,1,57975,2.0
100,1200,0.25,2,1,32146,2.0
100,1200,0.5,2,1,42,2.0
100,1200,0.5,2,1,67,2.0
100,1200,0.5,2,1,77,2.0
100,1200,0.5,2,1,69,2.0
100,1200,0.5,2,1,13,3.0
100,1200,0.5,2,1,28430,2.0
100,1200,0.5,2,1,44015,2.0
100,1200,0.5,2,1,42699,2.0
100,1200,0.5,2,1,57975,3.0
100,1200,0.5,2,1,32146,2.0
100,1200,0.75,2,1,42,2.0
100,1200,0.75,2,1,67,2.0
100,1200,0.75,2,1,77,2.0
100,1200,0.75,2,1,69,2.0
100,1200,0.75,2,1,13,2.0
100,1200,0.75,2,1,28430,2.0
100,1200,0.75,2,1,44015,2.0
100,1200,0.75,2,1,42699,2.0
100,1200,0.75,2,1,57975,2.0
100,1200,0.75,2,1,32146,2.0
100,1200,1.0,2,1,42,2.0
100,1200,1.0,2,1,67,2.0
100,1200,1.0,2,1,77,2.0
100,1200,1.0,2,1,69,2.0
100,1200,1.0,2,1,13,2.0
100,1200,1.0,2,1,28430,2.0
100,1200,1.0,2,1,44015,3.0
100,1200,1.0,2,1,42699,3.0
100,1200,1.0,2,1,57975,2.0
100,1200,1.0,2,1,32146,2.0
100,1250,0.0,2,1,42,2.5
100,1250,0.0,2,1,67,2.5
100,1250,0.0,2,1,77,3.5
100,1250,0.0,2,1,69,2.5
100,1250,0.0,2,1,13,2.5
100,1250,0.0,2,1,28430,2.5
100,1250,0.0,2,1,44015,3.5
100,1250,0.0,2,1,42699,3.5
100,1250,0.0,2,1,57975,2.5
100,1250,0.0,2,1,32146,2.5
100,1250,0.25,2,1,42,1.5
100,1250,0.25,2,1,67,3.5
100,1250,0.25,2,1,77,2.5
100,1250,0.25,2,1,69,2.5
100,1250,0.25,2,1,13,3.5
100,1250,0.25,2,1,28430,2.5
100,1250,0.25,2,1,44015,3.5
100,1250,0.25,2,1,42699,2.5
100,1250,0.25,2,1,57975,1.5
100,1250,0.25,2,1,32146,1.5
100,1250,0.5,2,1,42,2.5
100,1250,0.5,2,1,67,1.5
100,1250,0.5,2,1,77,2.5
100,1250,0.5,2,1,69,2.5
100,1250,0.5,2,1,13,2.5
100,1250,0.5,2,1,28430,2.5
100,1250,0.5,2,1,44015,1.5
100,1250,0.5,2,1,42699,2.5
100,1250,0.5,2,1,57975,3.5
100,1250,0.5,2,1,32146,2.5
100,1250,0.75,2,1,42,1.5
100,1250,0.75,2,1,67,1.5
100,1250,0.75,2,1,77,2.5
100,1250,0.75,2,1,69,1.5
100,1250,0.75,2,1,13,1.5
100,1250,0.75,2,1,28430,1.5
100,1250,0.75,2,1,44015,1.5
100,1250,0.75,2,1,42699,2.5
100,1250,0.75,2,1,57975,1.5
100,1250,0.75,2,1,32146,2.5
100,1250,1.0,2,1,42,1.5
100,1250,1.0,2,1,67,2.5
100,1250,1.0,2,1,77,2.5
100,1250,1.0,2,1,69,1.5
100,1250,1.0,2,1,13,1.5
100,1250,1.0,2,1,28430,2.5
100,1250,1.0,2,1,44015,2.5
100,1250,1.0,2,1,42699,2.5
100,1250,1.0,2,1,57975,1.5
100,1250,1.0,2,1,32146,2.5
100,1300,0.0,2,1,42,3.0
100,1300,0.0,2,1,67,2.0
100,1300,0.0,2,1,77,3.0
100,1300,0.0,2,1,69,2.0
100,1300,0.0,2,1,13,3.0
100,1300,0.0,2,1,28430,3.0
100,1300,0.0,2,1,44015,3.0
100,1300,0.0,2,1,42699,4.0
100,1300,0.0,2,1,57975,2.0
100,1300,0.0,2,1,32146,3.0
100,1300,0.25,2,1,42,2.0
100,1300,0.25,2,1,67,3.0
100,1300,0.25,2,1,77,3.0
100,1300,0.25,2,1,69,2.0
100,1300,0.25,2,1,13,3.0
100,1300,0.25,2,1,28430,3.0
100,1300,0.25,2,1,44015,3.0
100,1300,0.25,2,1,42699,3.0
100,1300,0.25,2,1,57975,2.0
100,1300,0.25,2,1,32146,2.0
100,1300,0.5,2,1,42,2.0
100,1300,0.5,2,1,67,2.0
100,1300,0.5,2,1,77,2.0
100,1300,0.5,2,1,69,3.0
100,1300,0.5,2,1,13,2.0
100,1300,0.5,2,1,28430,3.0
100,1300,0.5,2,1,44015,2.0
100,1300,0.5,2,1,42699,3.0
100,1300,0.5,2,1,57975,3.0
100,1300,0.5,2,1,32146,2.0
100,1300,0.75,2,1,42,2.0
100,1300,0.75,2,1,67,1.0
100,1300,0.75,2,1,77,2.0
100,1300,0.75,2,1,69,2.0
100,1300,0.75,2,1,13,2.0
100,1300,0.75,2,1,28430,2.0
100,1300,0.75,2,1,44015,3.0
100,1300,0.75,2,1,42699,2.0
100,1300,0.75,2,1,57975,2.0
100,1300,0.75,2,1,32146,2.0
100,1300,1.0,2,1,42,2.0
100,1300,1.0,2,1,67,2.0
100,1300,1.0,2,1,77,2.0
100,1300,1.0,2,1,69,2.0
100,1300,1.0,2,1,13,2.0
100,1300,1.0,2,1,28430,2.0
100,1300,1.0,2,1,44015,3.0
100,1300,1.0,2,1,42699,2.0
100,1300,1.0,2,1,57975,2.0
100,1300,1.0,2,1,32146,2.0
100,1350,0.0,2,1,42,4.5
100,1350,0.0,2,1,67,2.5
100,1350,0.0,2,1,77,2.5
100,1350,0.0,2,1,69,1.5
100,1350,0.0,2,1,13,3.5
100,1350,0.0,2,1,28430,2.5
100,1350,0.0,2,1,44015,3.5
100,1350,0.0,2,1,42699,3.5
100,1350,0.0,2,1,57975,2.5
100,1350,0.0,2,1,32146,2.5
100,1350,0.25,2,1,42,2.5
100,1350,0.25,2,1,67,2.5
100,1350,0.25,2,1,77,3.5
100,1350,0.25,2,1,69,2.5
100,1350,0.25,2,1,13,3.5
100,1350,0.25,2,1,28430,2.5
100,1350,0.25,2,1,44015,2.5
100,1350,0.25,2,1,42699,3.5
100,1350,0.25,2,1,57975,2.5
100,1350,0.25,2,1,32146,3.5
100,1350,0.5,2,1,42,2.5
100,1350,0.5,2,1,67,2.5
100,1350,0.5,2,1,77,2.5
100,1350,0.5,2,1,69,2.5
100,1350,0.5,2,1,13,2.5
100,1350,0.5,2,1,28430,2.5
100,1350,0.5,2,1,44015,2.5
100,1350,0.5,2,1,42699,2.5
100,1350,0.5,2,1,57975,2.5
100,1350,0.5,2,1,32146,1.5
100,1350,0.75,2,1,42,1.5
100,1350,0.75,2,1,67,1.5
100,1350,0.75,2,1,77,2.5
100,1350,0.75,2,1,69,1.5
100,1350,0.75,2,1,13,2.5
100,1350,0.75,2,1,28430,1.5
100,1350,0.75,2,1,44015,2.5
100,1350,0.75,2,1,42699,2.5
100,1350,0.75,2,1,57975,1.5
100,1350,0.75,2,1,32146,1.5
100,1350,1.0,2,1,42,1.5
100,1350,1.0,2,1,67,1.5
100,1350,1.0,2,1,77,2.5
100,1350,1.0,2,1,69,1.5
100,1350,1.0,2,1,13,2.5
100,1350,1.0,2,1,28430,1.5
100,1350,1.0,2,1,44015,2.5
100,1350,1.0,2,1,42699,2.5
100,1350,1.0,2,1,57975,1.5
100,1350,1.0,2,1,32146,1.5
100,1400,0.0,2,1,42,4.0
100,1400,0.0,2,1,67,3.0
100,1400,0.0,2,1,77,3.0
100,1400,0.0,2,1,69,2.0
100,1400,0.0,2,1,13,3.0
100,1400,0.0,2,1,28430,3.0
100,1400,0.0,2,1,44015,3.0
100,1400,0.0,2,1,42699,3.0
100,1400,0.0,2,1,57975,3.0
100,1400,0.0,2,1,32146,2.0
100,1400,0.25,2,1,42,2.0
100,1400,0.25,2,1,67,3.0
100,1400,0.25,2,1,77,3.0
100,1400,0.25,2,1,69,2.0
100,1400,0.25,2,1,13,3.0
100,1400,0.25,2,1,28430,2.0
100,1400,0.25,2,1,44015,2.0
100,1400,0.25,2,1,42699,3.0
100,1400,0.25,2,1,57975,2.0
100,1400,0.25,2,1,32146,3.0
100,1400,0.5,2,1,42,3.0
100,1400,0.5,2,1,67,2.0
100,1400,0.5,2,1,77,2.0
100,1400,0.5,2,1,69,3.0
100,1400,0.5,2,1,13,2.0
100,1400,0.5,2,1,28430,3.0
100,1400,0.5,2,1,44015,3.0
100,1400,0.5,2,1,42699,3.0
100,1400,0.5,2,1,57975,2.0
100,1400,0.5,2,1,32146,2.0
100,1400,0.75,2,1,42,3.0
100,1400,0.75,2,1,67,2.0
100,1400,0.75,2,1,77,2.0
100,1400,0.75,2,1,69,2.0
100,1400,0.75,2,1,13,2.0
100,1400,0.75,2,1,28430,2.0
100,1400,0.75,2,1,44015,2.0
100,1400,0.75,2,1,42699,2.0
100,1400,0.75,2,1,57975,2.0
100,1400,0.75,2,1,32146,2.0
100,1400,1.0,2,1,42,2.0
100,1400,1.0,2,1,67,2.0
100,1400,1.0,2,1,77,2.0
100,1400,1.0,2,1,69,2.0
100,1400,1.0,2,1,13,2.0
100,1400,1.0,2,1,28430,2.0
100,1400,1.0,2,1,44015,2.0
100,1400,1.0,2,1,42699,2.0
100,1400,1.0,2,1,57975,2.0
100,1400,1.0,2,1,32146,2.0
100,1450,0.0,2,1,42,3.5
100,1450,0.0,2,1,67,2.5
100,1450,0.0,2,1,77,2.5
100,1450,0.0,2,1,69,2.5
100,1450,0.0,2,1,13,2.5
100,1450,0.0,2,1,28430,2.5
100,1450,0.0,2,1,44015,2.5
100,1450,0.0,2,1,42699,2.5
100,1450,0.0,2,1,57975,3.5
100,1450,0.0,2,1,32146,2.5
100,1450,0.25,2,1,42,2.5
100,1450,0.25,2,1,67,2.5
100,1450,0.25,2,1,77,3.5
100,1450,0.25,2,1,69,2.5
100,1450,0.25,2,1,13,2.5
100,1450,0.25,2,1,28430,2.5
100,1450,0.25,2,1,44015,2.5
100,1450,0.25,2,1,42699,3.5
100,1450,0.25,2,1,57975,1.5
100,1450,0.25,2,1,32146,2.5
100,1450,0.5,2,1,42,2.5
100,1450,0.5,2,1,67,2.5
100,1450,0.5,2,1,77,2.5
100,1450,0.5,2,1,69,2.5
100,1450,0.5,2,1,13,1.5
100,1450,0.5,2,1,28430,2.5
100,1450,0.5,2,1,44015,2.5
100,1450,0.5,2,1,42699,2.5
100,1450,0.5,2,1,57975,3.5
100,1450,0.5,2,1,32146,1.5
100,1450,0.75,2,1,42,2.5
100,1450,0.75,2,1,67,1.5
100,1450,0.75,2,1,77,2.5
